"chr","tss","refseq_id","gene_symbol"
"chr9",77703398,"NM_012383","OSTF1"
"chr20",62258381,"NM_012384","GMEB2"
"chr1",17634690,"NM_012387","PADI4"
"chr4",71226493,"NM_012390","SMR3A"
"chr17",8152596,"NM_012393","PFAS"
"chr1",161087866,"NM_012394","PFDN2"
"chr1",201438299,"NM_012396","PHLDA3"
"chr12",48866448,"NM_012404","ANP32D"
"chr1",6296044,"NM_012405","ICMT"
"chr12",108154914,"NM_012406","PRDM4"
"chr20",4702500,"NM_012409","PRND"
"chr7",44887725,"NM_012412","H2AZ2"
"chr2",37571753,"NM_012413","QPCT"
"chr1",220445843,"NM_012414","RAB3GAP2"
"chr17",65373397,"NM_012417","PITPNC1"
"chr6",153452389,"NM_012419","RGS17"
"chr10",91174325,"NM_012420","IFIT5"
"chr1",40627041,"NM_012421","RLF"
"chr10",16859453,"NM_012425","RSU1"
"chr16",70557691,"NM_012426","SF3B3"
"chr3",122920774,"NM_012430","SEC22A"
"chr1",153631130,"NM_012437","SNAPIN"
"chr20",55904831,"NM_012444","SPO11"
"chr17",40428424,"NM_012448","STAT5B"
"chr7",89783689,"NM_012449","STEAP1"
"chr19",48867651,"NM_012451","SYNGR4"
"chr17",16875402,"NM_012452","TNFRSF13B"
"chr2",113931560,"NM_012455","PSD4"
"chr11",57298232,"NM_012456","TIMM10"
"chr19",2427914,"NM_012458","TIMM13"
"chr11",111957522,"NM_012459","TIMM8B"
"chr12",124196865,"NM_012463","ATP6V0A2"
"chr10",98273683,"NM_012465","TLL2"
"chr16",1275254,"NM_012467","TPSG1"
"chr20",62612431,"NM_012469","PRPF6"
"chrX",111326004,"NM_012471","TRPC5"
"chr22",36877687,"NM_012473","TXN2"
"chr2",71127720,"NM_012476","VAX2"
"chr2",74685527,"NM_012477","WBP1"
"chr7",75988342,"NM_012479","YWHAG"
"chr13",43597362,"NM_013238","DNAJC15"
"chrY",297690,"NM_013239","PPP2R3B"
"chrX",347690,"NM_013239","PPP2R3B"
"chr21",30257695,"NM_013240","N6AMT1"
"chr16",58163296,"NM_013242","CFAP20"
"chr16",69345287,"NM_013245","VPS4A"
"chr20",23331373,"NM_013248","NXT1"
"chr12",64845840,"NM_013254","TBK1"
"chr16",31214097,"NM_013258","PYCARD"
"chr6",16129317,"NM_013262","MYLIP"
"chr11",64863587,"NM_013265","VPS51"
"chr19",40093169,"NM_013268","LGALS13"
"chr3",46759373,"NM_013270","PRSS50"
"chrX",48694040,"NM_013271","PCSK1N"
"chr17",3539616,"NM_013276","SHPK"
"chr16",88705001,"NM_013278","IL17C"
"chr20",14318313,"NM_013281","FLRT3"
"chr5",162932534,"NM_013283","MAT2B"
"chr3",51428699,"NM_013286","RBM15B"
"chr8",145634733,"NM_013291","CPSF1"
"chr12",110906232,"NM_013300","FAM216A"
"chr16",22217592,"NM_013302","EEF2K"
"chr11",64794880,"NM_013306","SNX15"
"chr3",150920988,"NM_013308","GPR171"
"chr22",22090123,"NM_013313","YPEL1"
"chr12",104458236,"NM_013320","HCFC2"
"chr7",2354110,"NM_013321","SNX8"
"chr3",50649262,"NM_013324","CISH"
"chr2",242577027,"NM_013325","ATG4B"
"chr21",34144169,"NM_013329","PAXBP1"
"chr1",169337201,"NM_013330","NME7"
"chr3",49761407,"NM_013334","GMPPB"
"chr17",900357,"NM_013337","TIMM22"
"chr1",63833261,"NM_013339","ALG6"
"chr5",140430961,"NM_013340","PCDHB1"
"chrX",96138907,"NM_013347","RPA4"
"chr19",48958964,"NM_013348","KCNJ14"
"chr1",212606229,"NM_013349","NENF"
"chr17",45810610,"NM_013351","TBX21"
"chr1",151148547,"NM_013353","TMOD4"
"chr1",17531621,"NM_013358","PADI1"
"chr19",44556164,"NM_013361","ZNF223"
"chr3",142608045,"NM_013363","PCOLCE2"
"chr9",140083057,"NM_013366","ANAPC2"
"chr19",40948505,"NM_013368","SERTAD3"
"chr21",45682099,"NM_013369","DNMT3L"
"chr6",26597171,"NM_013375","ABT1"
"chr19",40931932,"NM_013376","SERTAD1"
"chr22",24096630,"NM_013378","VPREB3"
"chr9",140009195,"NM_013379","DPP7"
"chr12",72666529,"NM_013381","TRHDE"
"chr14",77787225,"NM_013382","POMT2"
"chr1",108742980,"NM_013386","SLC25A24"
"chr5",78365497,"NM_013391","DMGDH"
"chr7",2281833,"NM_013393","MRM2"
"chr6",41748500,"NM_013397","PRICKLE4"
"chr11",61584529,"NM_013402","FADS1"
"chr12",10562356,"NM_013431","KLRC4"
"chr8",145669812,"NM_013432","TONSL"
"chr18",56940625,"NM_013435","RAX"
"chr2",183903586,"NM_013436","NCKAP1"
"chr9",86323168,"NM_013438","UBQLN1"
"chr7",99971068,"NM_013439","PILRA"
"chrX",56590026,"NM_013444","UBQLN2"
"chr14",35344853,"NM_013448","BAZ1A"
"chr10",95242074,"NM_013451","MYOF"
"chrX",140672860,"NM_013453","SPANXA1"
"chrX",140677835,"NM_013453","SPANXA1"
"chr6",29364416,"NM_013936","OR12D2"
"chr19",15852203,"NM_013938","OR10H3"
"chr19",15838834,"NM_013939","OR10H2"
"chr19",15918936,"NM_013940","OR10H1"
"chr6",29407716,"NM_013941","OR10C1"
"chr1",25071760,"NM_013943","CLIC4"
"chr16",72127615,"NM_014003","DHX38"
"chr5",140771483,"NM_014004","PCDHGA8"
"chr5",140227357,"NM_014005","PCDHA9"
"chrX",49091927,"NM_014008","CCDC22"
"chr2",46926099,"NM_014011","SOCS5"
"chr20",30063091,"NM_014012","REM1"
"chr2",96971307,"NM_014014","SNRNP200"
"chr16",11036257,"NM_014015","DEXI"
"chr8",80942506,"NM_014018","MRPS28"
"chr10",1102776,"NM_014023","WDR37"
"chr6",108395941,"NM_014028","OSTM1"
"chr12",51318534,"NM_014033","METTL7A"
"chr6",119215241,"NM_014034","ASF1A"
"chr5",122181160,"NM_014035","SNX24"
"chr19",49828474,"NM_014037","SLC6A16"
"chr3",52739857,"NM_014041","SPCS1"
"chr6",30585486,"NM_014046","MRPS18B"
"chr19",13885257,"NM_014047","C19orf53"
"chr12",93861266,"NM_014050","MRPL42"
"chr6",52535884,"NM_014051","TMEM14A"
"chr1",213031597,"NM_014053","FLVCR1"
"chr9",95166937,"NM_014057","OGN"
"chr4",69313167,"NM_014058","TMPRSS11E"
"chr13",42031542,"NM_014059","RGCC"
"chrX",55478522,"NM_014061","MAGEH1"
"chr16",69788871,"NM_014062","NOB1"
"chr6",31082608,"NM_014068","PSORS1C1"
"chr6",31107127,"NM_014069","PSORS1C2"
"chr6",31080332,"NM_014070","C6orf15"
"chr19",16296212,"NM_014077","FAM32A"
"chr8",121457647,"NM_014078","MRPL13"
"chr3",126076236,"NM_014079","KLF15"
"chr15",35280497,"NM_014106","ZNF770"
"chr8",124408705,"NM_014109","ATAD2"
"chr16",9185537,"NM_014117","HAPSTR1"
"chr7",145813453,"NM_014141","CNTNAP2"
"chr7",73624087,"NM_014146","LAT2"
"chr16",11891114,"NM_014153","ZC3H7A"
"chr6",97345767,"NM_014165","NDUFAF4"
"chr12",82752199,"NM_014167","CCDC59"
"chr14",24683036,"NM_014169","CHMP4A"
"chr2",46844311,"NM_014171","CRIPT"
"chr8",55047781,"NM_014175","MRPL15"
"chr18",71815746,"NM_014177","TIMM21"
"chr2",64681327,"NM_014181","LGALSL"
"chr12",56211806,"NM_014182","ORMDL2"
"chr1",1510262,"NM_014188","SSU72"
"chr19",50270180,"NM_014203","AP2A1"
"chr11",64885210,"NM_014205","ZNHIT2"
"chr11",61560085,"NM_014206","TMEM258"
"chr4",88529681,"NM_014208","DSPP"
"chr12",54366910,"NM_014212","HOXC11"
"chr2",176987413,"NM_014213","HOXD9"
"chr18",11981427,"NM_014214","IMPA2"
"chr1",156828712,"NM_014215","INSRR"
"chr19",55281265,"NM_014218","KIR2DL1"
"chr11",61008648,"NM_014224","PGA5"
"chr22",32651318,"NM_014227","SLC5A4"
"chr5",149569520,"NM_014228","SLC6A7"
"chr6",33172414,"NM_014234","HSD17B8"
"chrX",153715009,"NM_014235","UBL4A"
"chr14",75469612,"NM_014239","EIF2B2"
"chr3",45636323,"NM_014240","LIMD1"
"chr10",17659373,"NM_014241","HACD1"
"chr4",73434516,"NM_014243","ADAMTS3"
"chr5",178772431,"NM_014244","ADAMTS2"
"chr22",41347351,"NM_014248","RBX1"
"chr13",41363547,"NM_014252","SLC25A15"
"chr19",17905919,"NM_014256","B3GNT3"
"chr20",58507209,"NM_014258","SYCP2"
"chr12",6937538,"NM_014262","P3H3"
"chrX",28605681,"NM_014271","IL1RAPL1"
"chr15",79103773,"NM_014272","ADAMTS7"
"chr5",179233952,"NM_014275","MGAT4B"
"chr1",28559542,"NM_014280","DNAJC8"
"chr9",99212437,"NM_014282","HABP4"
"chr16",14927643,"NM_014287","NOMO1"
"chrX",110513774,"NM_014289","CAPN6"
"chr22",39240017,"NM_014293","NPTXR"
"chr22",32808274,"NM_014306","RTCB"
"chr1",25664789,"NM_014313","TMEM50A"
"chr14",50234787,"NM_014315","KLHDC2"
"chr16",46723558,"NM_014321","ORC6"
"chr22",31742249,"NM_014323","PATZ1"
"chr16",67906926,"NM_014329","EDC4"
"chr19",49375649,"NM_014330","PPP1R15A"
"chr4",139163503,"NM_014331","SLC7A11"
"chrX",21776278,"NM_014332","SMPX"
"chr9",111929571,"NM_014334","FRRS1L"
"chr15",49170290,"NM_014335","EID1"
"chr11",35639735,"NM_014344","FJX1"
"chr6",43337181,"NM_014345","ZNF318"
"chr19",58978412,"NM_014347","ZNF324"
"chr22",44258378,"NM_014351","SULT4A1"
"chr1",152658599,"NM_014357","LCE2B"
"chr1",203463271,"NM_014359","OPTC"
"chr14",37051786,"NM_014360","NKX2-8"
"chr2",191184771,"NM_014362","HIBCH"
"chr19",36024314,"NM_014364","GAPDHS"
"chr12",119616595,"NM_014365","HSPB8"
"chr3",52719936,"NM_014366","GNL3"
"chr3",122103023,"NM_014367","FAM162A"
"chr1",51701945,"NM_014372","RNF11"
"chr3",169755735,"NM_014373","GPR160"
"chr8",110986959,"NM_014379","KCNV1"
"chr11",134123434,"NM_014384","ACAD8"
"chr1",210001312,"NM_014388","UTP25"
"chr7",127292202,"NM_014390","SND1"
"chr10",92681032,"NM_014391","ANKRD1"
"chr10",85899185,"NM_014394","GHITM"
"chr7",38948800,"NM_014396","VPS41"
"chr3",182880667,"NM_014398","LAMP3"
"chr7",16793351,"NM_014399","TSPAN13"
"chr19",43969831,"NM_014400","LYPD3"
"chr5",132202319,"NM_014402","UQCRQ"
"chr17",64960980,"NM_014405","CACNG4"
"chr22",17073700,"NM_014406","CCT8L2"
"chr3",101395988,"NM_014415","ZBTB11"
"chr8",42234674,"NM_014420","DKK4"
"chr4",107957453,"NM_014421","DKK2"
"chr5",132299354,"NM_014423","AFF4"
"chr16",89642176,"NM_014427","CPNE7"
"chr3",108836993,"NM_014429","MORC1"
"chr10",72238564,"NM_014431","PALD1"
"chr22",23484241,"NM_014433","RSPH14"
"chr2",113810444,"NM_014438","IL36B"
"chr2",113670548,"NM_014439","IL37"
"chr2",113763449,"NM_014440","IL36A"
"chr3",150264428,"NM_014445","SERP1"
"chr1",3371147,"NM_014448","ARHGEF16"
"chr12",6930963,"NM_014449","GPR162"
"chr9",35650947,"NM_014450","SIT1"
"chr6",47277683,"NM_014452","TNFRSF21"
"chr19",59066491,"NM_014453","CHMP2A"
"chr1",145610990,"NM_014455","RNF115"
"chr1",173684080,"NM_014458","KLHL20"
"chr22",41957014,"NM_014460","CSDC2"
"chr8",38034248,"NM_014462","LSM1"
"chr3",14220228,"NM_014463","LSM3"
"chr6",54173203,"NM_014464","TINAG"
"chr4",70626430,"NM_014465","SULT1B1"
"chr1",36549676,"NM_014466","TEKT2"
"chrX",99899163,"NM_014467","SRPX2"
"chr10",135051408,"NM_014468","VENTX"
"chr11",7110165,"NM_014469","RBMXL2"
"chr12",49259653,"NM_014470","RND1"
"chr9",33240196,"NM_014471","SPINK4"
"chr19",49436939,"NM_014475","DHDH"
"chr20",44006957,"NM_014477","TP53TG5"
"chr2",69098649,"NM_014482","BMP10"
"chr20",49575351,"NM_014484","MOCS3"
"chr4",95264027,"NM_014485","HPGDS"
"chr1",63063158,"NM_014495","ANGPTL3"
"chr19",55919325,"NM_014501","UBE2S"
"chr11",60674061,"NM_014502","PRPF19"
"chr12",101673905,"NM_014503","UTP20"
"chr12",70760062,"NM_014505","KCNMB4"
"chr22",43539403,"NM_014507","MCAT"
"chr22",39410265,"NM_014508","APOBEC3C"
"chr7",82792197,"NM_014510","PCLO"
"chr19",54641436,"NM_014516","CNOT3"
"chr15",52121825,"NM_014547","TMOD3"
"chr22",37915210,"NM_014550","CARD10"
"chr2",122042778,"NM_014553","TFCP2L1"
"chr11",2444275,"NM_014555","TRPM5"
"chr17",2966901,"NM_014566","OR1D5"
"chr1",40105348,"NM_014571","HEYL"
"chr13",21635722,"NM_014572","LATS2"
"chr17",26646121,"NM_014573","TMEM97"
"chr2",190445537,"NM_014585","SLC40A1"
"chr21",33245628,"NM_014586","HUNK"
"chr16",1031808,"NM_014587","SOX8"
"chr1",20250110,"NM_014589","PLA2G2E"
"chr10",103603677,"NM_014591","KCNIP2"
"chr5",178487607,"NM_014594","ZNF354C"
"chr1",94344762,"NM_014597","DNTTIP2"
"chr17",36508007,"NM_014598","SOCS7"
"chrX",54834771,"NM_014599","MAGED2"
"chr2",31456880,"NM_014600","EHD3"
"chr19",48216601,"NM_014601","EHD2"
"chr3",130465696,"NM_014602","PIK3R4"
"chr17",72983727,"NM_014603","CDR2L"
"chr2",136499189,"NM_014607","UBXN4"
"chr6",90529513,"NM_014611","MDN1"
"chr5",175875356,"NM_014613","FAF2"
"chr2",54197977,"NM_014614","PSME4"
"chr3",182511291,"NM_014616","ATP11B"
"chr2",209028297,"NM_014617","CRYGA"
"chr9",122131739,"NM_014618","BRINP1"
"chr12",54410636,"NM_014620","HOXC4"
"chr2",177016113,"NM_014621","HOXD4"
"chr1",153508717,"NM_014624","S100A6"
"chr15",85291818,"NM_014630","ZNF592"
"chr5",94890709,"NM_014639","SKIC3"
"chr2",219575568,"NM_014640","TTLL4"
"chr6",30685458,"NM_014641","MDC1"
"chr18",74207146,"NM_014643","ZNF516"
"chr3",108308337,"NM_014648","DZIP3"
"chr19",5622938,"NM_014649","SAFB2"
"chr1",44412478,"NM_014652","IPO13"
"chr1",31381480,"NM_014654","SDC3"
"chr10",126432930,"NM_014661","FAM53B"
"chr1",44115797,"NM_014663","KDM4A"
"chr2",11674242,"NM_014668","GREB1"
"chr7",156931655,"NM_014671","UBE3C"
"chr3",5229359,"NM_014674","EDEM1"
"chr1",17248445,"NM_014675","CROCC"
"chr19",47852538,"NM_014681","DHX34"
"chr19",34745456,"NM_014686","GARRE1"
"chr15",35261995,"NM_014691","AQR"
"chr16",5008318,"NM_014692","SEC14L5"
"chr1",226070420,"NM_014698","TMEM63A"
"chr16",31085743,"NM_014699","ZNF646"
"chr6",127780535,"NM_014702","KIAA0408"
"chr1",3773797,"NM_014704","CEP104"
"chr12",123011809,"NM_014708","KNTC1"
"chr2",61697849,"NM_014709","USP34"
"chr16",30968615,"NM_014712","SETD1A"
"chr2",20251789,"NM_014713","LAPTM4A"
"chr16",1662109,"NM_014714","IFT140"
"chr17",7239848,"NM_014716","ACAP1"
"chr12",7282967,"NM_014718","CLSTN3"
"chr19",36208921,"NM_014727","KMT2B"
"chr8",60031767,"NM_014729","TOX"
"chr14",70078310,"NM_014734","SUSD6"
"chr20",4804291,"NM_014737","RASSF2"
"chr1",41131324,"NM_014747","RIMS3"
"chr11",74660292,"NM_014752","SPCS2"
"chr10",43277954,"NM_014753","BMS1"
"chr2",64881046,"NM_014755","SERTAD2"
"chr5",179159851,"NM_014757","MAML1"
"chr3",10290177,"NM_014760","TATDN2"
"chr1",55352921,"NM_014762","DHCR24"
"chr2",75873909,"NM_014763","MRPL19"
"chr1",235292256,"NM_014765","TOMM20"
"chr1",47184736,"NM_014774","EFCAB14"
"chr11",73019663,"NM_014786","ARHGEF17"
"chr9",100881635,"NM_014788","TRIM14"
"chr15",43622820,"NM_014793","LCMT2"
"chr3",37034795,"NM_014805","EPM2AIP1"
"chr1",179923908,"NM_014810","CEP350"
"chr9",138371648,"NM_014811","PPP1R26"
"chr7",28998029,"NM_014817","TRIL"
"chr5",108745675,"NM_014819","PJA2"
"chr3",100120242,"NM_014820","TOMM70"
"chr11",72853143,"NM_014824","FCHSD2"
"chr21",33765312,"NM_014825","URB1"
"chr12",57400297,"NM_014830","ZBTB39"
"chr17",44372497,"NM_014834","LRRC37A"
"chr22",50247497,"NM_014838","ZBED4"
"chr12",106533811,"NM_014840","NUAK1"
"chr6",110012424,"NM_014845","FIG4"
"chr15",80696692,"NM_014862","ARNT2"
"chr12",6603298,"NM_014865","NCAPD2"
"chr8",1922044,"NM_014867","KBTBD11"
"chr9",37465407,"NM_014872","ZBTB5"
"chr7",99006305,"NM_014891","PDAP1"
"chr5",95066850,"NM_014899","RHOBTB3"
"chr5",175964421,"NM_014901","RNF44"
"chr17",56833230,"NM_014906","PPM1E"
"chr9",131710012,"NM_014908","DOLK"
"chr14",77228235,"NM_014909","VASH1"
"chr18",77866915,"NM_014913","ADNP2"
"chr7",97736197,"NM_014916","LMTK2"
"chr15",101792137,"NM_014918","CHSY1"
"chr14",55878576,"NM_014924","ATG14"
"chr19",55770038,"NM_014931","PPP6R1"
"chr13",96296960,"NM_014934","DZIP1"
"chr1",204329057,"NM_014935","PLEKHA6"
"chr6",46097701,"NM_014936","ENPP4"
"chr12",122516634,"NM_014938","MLXIP"
"chr18",29523091,"NM_014939","TRAPPC8"
"chr1",155904233,"NM_014949","KHDC4"
"chr10",64133916,"NM_014951","ZNF365"
"chr16",89939994,"NM_014972","TCF25"
"chr10",735608,"NM_014974","DIP2C"
"chr19",12949259,"NM_014975","MAST1"
"chr10",106400859,"NM_014978","SORCS3"
"chr3",108248169,"NM_014981","MYH15"
"chr4",85887544,"NM_014991","WDFY3"
"chr7",129710349,"NM_014997","KLHDC10"
"chr12",72148658,"NM_014999","RAB21"
"chr12",27397078,"NM_015000","STK38L"
"chr1",16174359,"NM_015001","SPEN"
"chr12",117628300,"NM_015002","FBXO21"
"chr3",45017741,"NM_015004","EXOSC7"
"chr13",33160564,"NM_015032","PDS5B"
"chr11",94822974,"NM_015036","ENDOD1"
"chr1",183387634,"NM_015039","NMNAT2"
"chr15",64791619,"NM_015042","ZNF609"
"chr5",179334856,"NM_015043","TBC1D9B"
"chr16",23521815,"NM_015044","GGA2"
"chr2",202316319,"NM_015049","TRAK2"
"chr6",37400907,"NM_015050","CMTR1"
"chr9",102861334,"NM_015051","ERP44"
"chr21",45079432,"NM_015056","RRP1B"
"chr13",77901177,"NM_015057","MYCBP2"
"chr19",47975307,"NM_015063","SLC8A2"
"chr14",76127551,"NM_015072","TTLL5"
"chr19",38397861,"NM_015073","SIPA1L3"
"chr17",26698683,"NM_015077","SARM1"
"chr3",183146057,"NM_015078","MCF2L2"
"chr5",132948223,"NM_015082","FSTL4"
"chr17",37617764,"NM_015083","CDK12"
"chr12",49393088,"NM_015086","DDN"
"chr6",43149922,"NM_015089","CUL9"
"chr16",18937726,"NM_015092","SMG1"
"chr22",21771693,"NM_015094","HIC2"
"chr3",129325582,"NM_015103","PLXND1"
"chr9",72873878,"NM_015110","SMC5"
"chr5",177540556,"NM_015111","N4BP3"
"chr17",4046253,"NM_015113","ZZEF1"
"chr12",133338474,"NM_015114","ANKLE2"
"chr8",144623620,"NM_015117","ZC3H3"
"chr3",69435455,"NM_015123","FRMD4B"
"chr4",141677471,"NM_015130","TBC1D9"
"chr2",29117509,"NM_015131","WDR43"
"chr3",52529356,"NM_015136","STAB1"
"chr15",41709302,"NM_015138","RTF1"
"chr1",67520080,"NM_015139","SLC35D1"
"chr22",43583137,"NM_015140","TTLL12"
"chr3",32148003,"NM_015141","GPD1L"
"chr4",99916788,"NM_015143","METAP1"
"chr16",87525460,"NM_015144","ZCCHC14"
"chr3",16555222,"NM_015150","RFTN1"
"chr15",81282219,"NM_015154","MESD"
"chr14",103058996,"NM_015156","RCOR1"
"chr19",47617009,"NM_015168","ZC3H4"
"chr8",67341263,"NM_015169","RRS1"
"chr14",64319683,"NM_015180","SYNE2"
"chr10",96162186,"NM_015188","TBC1D12"
"chr10",75007089,"NM_015190","DNAJC9"
"chr11",111473115,"NM_015191","SIK2"
"chr20",8112912,"NM_015192","PLCB1"
"chr8",143695833,"NM_015193","ARC"
"chr8",145515120,"NM_015201","BOP1"
"chr16",27561468,"NM_015202","KATNIP"
"chr7",11871824,"NM_015204","THSD7A"
"chr15",79724858,"NM_015206","MINAR1"
"chr1",20208888,"NM_015207","OTUD3"
"chr21",46707811,"NM_015227","POFUT2"
"chr4",36245979,"NM_015230","ARAP2"
"chr10",53459355,"NM_015235","CSTF2T"
"chr8",100025494,"NM_015243","VPS13B"
"chr6",34857038,"NM_015245","ANKS1A"
"chr8",29120610,"NM_015254","KIF13B"
"chr9",115983641,"NM_015258","FKBP15"
"chr17",20946352,"NM_015276","USP22"
"chr15",99645286,"NM_015286","SYNM"
"chr18",2655886,"NM_015295","SMCHD1"
"chr19",36103646,"NM_015302","HAUS5"
"chr1",55681039,"NM_015306","USP24"
"chr14",104313927,"NM_015316","PPP1R13B"
"chr12",53442733,"NM_015319","TNS2"
"chr15",68570141,"NM_015322","FEM1B"
"chr6",96969702,"NM_015323","UFL1"
"chr11",6624880,"NM_015324","RRP8"
"chr5",5422786,"NM_015325","ICE1"
"chr19",19431630,"NM_015329","MAU2"
"chr7",44530385,"NM_015332","NUDCD3"
"chr12",116714991,"NM_015335","MED13L"
"chr14",68283306,"NM_015346","ZFYVE26"
"chr2",98612354,"NM_015348","TMEM131"
"chr14",71108504,"NM_015351","TTC9"
"chr20",30795696,"NM_015352","POFUT1"
"chr17",73043279,"NM_015353","KCTD2"
"chr9",131709972,"NM_015354","NUP188"
"chr8",144897549,"NM_015356","SCRIB"
"chr5",54603576,"NM_015360","MTREX"
"chr17",7155520,"NM_015362","ELP5"
"chr11",93862094,"NM_015368","PANX1"
"chr1",205180727,"NM_015375","DSTYK"
"chr1",12290096,"NM_015378","VPS13D"
"chr22",44351261,"NM_015380","SAMM50"
"chr5",36876861,"NM_015384","NIPBL"
"chr6",43484728,"NM_015388","YIPF3"
"chr9",139940676,"NM_015392","NPDC1"
"chr4",75858285,"NM_015393","PARM1"
"chr12",133707214,"NM_015394","ZNF10"
"chr7",97881563,"NM_015395","TECPR1"
"chr9",34126771,"NM_015397","DCAF12"
"chr3",52009042,"NM_015407","ABHD14A"
"chr12",132434465,"NM_015409","EP400"
"chr19",5690346,"NM_015414","RPL36"
"chr20",3762102,"NM_015417","SPEF1"
"chrX",3264684,"NM_015419","MXRA5"
"chr8",104426942,"NM_015420","DCAF13"
"chr16",8891505,"NM_015421","TMEM186"
"chr11",105948292,"NM_015423","AASDHPPT"
"chr2",86333278,"NM_015425","POLR1A"
"chr1",248020501,"NM_015431","TRIM58"
"chr12",58166383,"NM_015433","EEF1AKMT3"
"chr3",45267814,"NM_015444","TMEM158"
"chr9",140149752,"NM_015456","NELFB"
"chr11",57435474,"NM_015457","ZDHHC5"
"chr8",11142000,"NM_015458","MTMR9"
"chr7",16505474,"NM_015464","SOSTDC1"
"chr14",31889788,"NM_015473","HEATR5A"
"chr7",32931468,"NM_015483","KBTBD2"
"chr1",25559013,"NM_015484","SYF2"
"chr10",102279595,"NM_015490","SEC31B"
"chr15",75494221,"NM_015492","C15orf39"
"chr8",95565746,"NM_015496","VIRMA"
"chr21",43373999,"NM_015500","C2CD2"
"chr12",8234807,"NM_015509","NECAP1"
"chr3",52350335,"NM_015512","DNAH1"
"chr11",114310108,"NM_015523","REXO2"
"chr16",30381522,"NM_015527","TBC1D10B"
"chr6",132722673,"NM_015529","MOXD1"
"chr15",41836475,"NM_015540","RPAP1"
"chr10",12084840,"NM_015542","UPF2"
"chr7",99036462,"NM_015545","PTCD1"
"chr1",55013807,"NM_015547","ACOT11"
"chr7",25019831,"NM_015550","OSBPL3"
"chr3",33260707,"NM_015551","SUSD5"
"chr1",6240194,"NM_015557","CHD5"
"chr3",196159345,"NM_015562","UBXN7"
"chr5",138211057,"NM_015564","LRRTM2"
"chr3",56502391,"NM_015576","ERC2"
"chr17",28886584,"NM_015594","TBC1D29P"
"chr19",47759731,"NM_015603","CCDC9"
"chr10",86001217,"NM_015613","LRIT1"
"chr5",150603654,"NM_015621","CCDC69"
"chr7",5938341,"NM_015622","CCZ1"
"chr1",25870076,"NM_015627","LDLRAP1"
"chr19",54618790,"NM_015629","PRPF31"
"chr2",149402560,"NM_015630","EPC2"
"chr10",70748477,"NM_015634","KIFBP"
"chr20",33680618,"NM_015638","TRPC4AP"
"chr7",115850547,"NM_015641","TES"
"chr19",46389428,"NM_015649","IRF2BP1"
"chr22",45809572,"NM_015653","RIBC2"
"chr14",104605060,"NM_015656","KIF26A"
"chr2",215896810,"NM_015657","ABCA12"
"chr1",894679,"NM_015658","NOC2L"
"chr16",11945442,"NM_015659","RSL1D1"
"chr7",150382794,"NM_015660","GIMAP2"
"chr9",41500679,"NM_015667","SPATA31A7"
"chr9",41327364,"NM_015667","SPATA31A7"
"chr9",65509610,"NM_015667","SPATA31A7"
"chr5",140514788,"NM_015669","PCDHB5"
"chr17",7465309,"NM_015670","SENP3"
"chr22",20461786,"NM_015672","RIMBP3"
"chr19",2476123,"NM_015675","GADD45B"
"chrX",68725078,"NM_015686","NALF2"
"chr4",17783135,"NM_015688","FAM184B"
"chrX",9983795,"NM_015691","WWC3"
"chr19",17137625,"NM_015692","CPAMD8"
"chr4",128554087,"NM_015693","INTU"
"chr7",149158053,"NM_015694","ZNF777"
"chr6",36164550,"NM_015695","BRPF3"
"chr1",53068043,"NM_015696","GPX7"
"chrX",48980151,"NM_015698","GPKOW"
"chr2",150444330,"NM_015702","MMADHC"
"chr22",42915829,"NM_015703","RRP7A"
"chr22",42017061,"NM_015704","DESI1"
"chr19",48248793,"NM_015710","NOP53"
"chr1",209848670,"NM_015714","G0S2"
"chr22",31536593,"NM_015715","PLA2G3"
"chr2",71062953,"NM_015717","CD207"
"chr6",155777037,"NM_015718","NOX3"
"chr19",10121147,"NM_015719","COL5A3"
"chr3",127348002,"NM_015720","PODXL2"
"chr17",655501,"NM_015721","GEMIN4"
"chr19",10123925,"NM_015725","RDH8"
"chr1",160232350,"NM_015726","DCAF8"
"chr12",53171129,"NM_015848","KRT76"
"chr1",15802596,"NM_015849","CELA2B"
"chr7",64451414,"NM_015852","ZNF117"
"chr1",26496388,"NM_015871","ZNF593"
"chr18",55019721,"NM_015879","ST8SIA3"
"chrX",21857656,"NM_015884","MBTPS2"
"chr1",60280533,"NM_015888","HOOK1"
"chr6",110501624,"NM_015891","CDC40"
"chr2",238475217,"NM_015893","PRLH"
"chr19",4007596,"NM_015897","PIAS4"
"chr2",99953834,"NM_015904","EIF5B"
"chr1",115053781,"NM_015906","TRIM33"
"chr4",17578927,"NM_015907","LAP3"
"chr2",15701472,"NM_015909","NBAS"
"chr1",52521843,"NM_015913","TXNDC12"
"chr10",105212162,"NM_015916","CALHM2"
"chr12",121019197,"NM_015918","POP5"
"chr15",63449741,"NM_015920","RPS27L"
"chr13",29233141,"NM_015932","POMP"
"chr2",203130515,"NM_015934","NOP58"
"chr8",54755871,"NM_015941","ATP6V1H"
"chr5",52083774,"NM_015946","PELO"
"chr7",916191,"NM_015949","GET4"
"chr11",34937958,"NM_015957","APIP"
"chr10",101491958,"NM_015960","CUTC"
"chr16",67427438,"NM_015964","TPPP3"
"chr19",19627019,"NM_015965","NDUFA13"
"chr20",34129778,"NM_015966","ERGIC3"
